Site Pt                                         Abbrev,Area,Northing,Easting,Date Time,CH4 flux,H2S flux,CO2 flux,Pressure,Temp,CH4 slope,H2S slope,CO2 slope
SFTC080119_233,TC2PR,1242833.748,2376990.074,1/8/19 14:27,19.967270,0.000459,1.719668,776.9,43.8,87.095,0.002,7.501
SFTC080119_234,TC2PR,1242871.286,2377053.421,1/8/19 14:30,40.715860,0.000229,1.882671,776.9,43.8,177.598,0.001,8.212
SFTC080119_235,TC2PR,1242904.878,2377139.686,1/8/19 14:33,292.752400,0.000000,1.010725,776.1,44.0,1279.076,-0.001,4.416
SFTC080119_236,TC2PR,1242849.405,2377200.471,1/8/19 14:37,0.000000,0.000000,0.128832,775.3,44.3,-3.369,-0.002,0.564
SFTC080119_237,TC2PR,1242798.826,2377181.815,1/8/19 14:40,0.000000,0.000456,0.143232,774.6,44.5,0,0.002,0.628
PineRiver080519_01,TC2PR,1238645.127,2389505.395,5/8/19 9:38,0.000000,0.000245,0.079569,790.4,28.8,-1.183,0.001,0.325
PineRiver080519_02,TC2PR,1238652.523,2389472.402,5/8/19 9:40,0.000000,0.000733,0.122905,790.4,29.4,-0.001,0.003,0.503
PineRiver080519_03,TC2PR,1238648.793,2389442.172,5/8/19 9:43,0.000000,0.000244,0.270842,790.6,29.9,-0.391,0.001,1.11
PineRiver080519_04,TC2PR,1238641.887,2389397.647,5/8/19 9:45,0.000000,0.000244,0.093786,790.6,30.4,0,0.001,0.385
PineRiver080519_05,TC2PR,1238606.092,2389405.933,5/8/19 9:48,0.000000,0.000973,0.177986,790.7,31.0,-0.001,0.004,0.732
PineRiver080519_06,TC2PR,1238607.741,2389447.579,5/8/19 9:50,0.000000,0.000970,0.231085,790.6,31.8,-0.001,0.004,0.953
PineRiver080519_07,TC2PR,1238615.208,2389458.085,5/8/19 9:52,0.000000,0.000726,0.225578,790.7,32.4,0,0.003,0.932
PineRiver080519_08,TC2PR,1238619.328,2389467.658,5/8/19 9:55,1.595924,0.001448,0.296444,790.7,33.2,6.611,0.006,1.228
PineRiver080519_09,TC2PR,1238611.372,2389499.357,5/8/19 9:58,0.000000,0.000241,0.249766,790.7,33.9,0,0.001,1.037
PineRiver080519_10,TC2PR,1238607.843,2389501.378,5/8/19 10:01,4.197617,0.000240,0.420482,790.6,34.6,17.47,0.001,1.75
PineRiver080519_11,TC2PR,1238607.287,2389479.478,5/8/19 10:03,0.000000,0.001438,0.154626,790.6,35.3,-0.168,0.006,0.645
PineRiver080519_12,TC2PR,1238598.743,2389521.994,5/8/19 10:06,0.000000,0.000479,0.249905,790.7,35.8,-1.712,0.002,1.044
PineRiver080519_13,TC2PR,1238543.054,2389512.788,5/8/19 10:08,0.000000,0.000956,0.272648,790.6,36.3,0,0.004,1.141
PineRiver080519_14,TC2PR,1238539.921,2389468.597,5/8/19 10:10,0.000000,0.000000,0.250737,790.6,36.8,0,0,1.051
PineRiver080519_15,TC2PR,1238550.179,2389426.692,5/8/19 10:12,0.000000,0.000715,0.293244,790.7,37.3,-0.086,0.003,1.231
PineRiver080519_16,TC2PR,1237949.694,2389593.723,5/8/19 10:29,0.000000,0.000000,0.105956,790.6,40.2,-0.204,-0.003,0.449
PineRiver080519_17,TC2PR,1237947.949,2389536.69,5/8/19 10:31,0.000000,0.000708,0.278298,790.9,40.5,-0.923,0.003,1.18
PineRiver080519_18,TC2PR,1237950.223,2389489.968,5/8/19 10:34,0.000000,0.000236,0.195218,790.9,40.6,-0.002,0.001,0.828
PineRiver080519_19,TC2PR,1237958.887,2389436.898,5/8/19 10:36,0.000000,0.000707,0.182664,790.9,40.7,0,0.003,0.775
PineRiver080519_20,TC2PR,1238003.471,2389440.995,5/8/19 10:38,0.000000,0.000236,0.452953,790.9,40.9,-0.535,0.001,1.923
PineRiver080519_21,TC2PR,1238054.422,2389441.882,5/8/19 10:41,0.000000,0.001412,0.240027,790.9,41.2,0,0.006,1.02
PineRiver080519_22,TC2PR,1238112.22,2389453.462,5/8/19 10:44,0.000000,0.000940,0.265188,790.9,41.5,0,0.004,1.128
PineRiver080519_23,TC2PR,1238088.275,2389508.73,5/8/19 10:46,0.000000,0.000705,0.259299,790.9,41.8,0,0.003,1.104
PineRiver080519_24,TC2PR,1238060.939,2389505.007,5/8/19 10:49,7.309064,0.000000,0.439290,790.7,42.0,31.147,-0.001,1.872
PineRiver080519_25,TC2PR,1238034.114,2389488.665,5/8/19 10:51,0.980519,0.000235,0.285477,790.9,42.2,4.18,0.001,1.217
PineRiver080519_26,TC2PR,1237990.471,2389519.421,5/8/19 10:54,0.000000,0.000938,0.328664,790.9,42.4,-0.028,0.004,1.402
PineRiver080519_27,TC2PR,1237996.778,2389562.91,5/8/19 10:56,0.000000,0.001640,0.243648,790.9,42.6,-0.625,0.007,1.04
PineRiver080519_28,TC2PR,1237999.817,2389604.74,5/8/19 11:00,0.000000,0.003043,0.496726,791.0,42.9,-0.668,0.013,2.122
PineRiver080519_29,TC2PR,1238042.945,2389604.586,5/8/19 11:02,0.000000,0.000000,0.090784,790.9,43.0,-0.596,-0.001,0.388
PineRiver080519_30,TC2PR,1238052.671,2389552.687,5/8/19 11:04,0.000000,0.000234,0.155732,790.9,43.2,-0.087,0.001,0.666
PineRiver080519_31,TC2PR,1238096.425,2389575.661,5/8/19 11:06,0.000000,0.000701,0.197009,790.7,43.3,0,0.003,0.843
PineRiver080519_32,TC2PR,1238114.566,2389630.23,5/8/19 11:09,0.000000,0.000467,0.045070,790.6,43.5,0,0.002,0.193
PineRiver080519_33,TC2PR,1238140.437,2389574.633,5/8/19 11:11,0.000000,0.001634,0.177210,790.7,43.6,0,0.007,0.759
PineRiver080519_34,TC2PR,1238160.834,2389521.584,5/8/19 11:16,0.000000,0.000000,0.040610,790.9,43.8,-0.185,-0.002,0.174
PineRiver080519_35,TC2PR,1238183.15,2389157.749,5/8/19 11:22,0.000000,0.001166,0.295892,790.9,44.1,0,0.005,1.269
PineRiver080519_36,TC2PR,1238397.135,2389152.938,5/8/19 11:25,0.000000,0.000000,0.220303,791.0,44.2,-0.102,0,0.945
PineRiver080519_37,TC2PR,1238381.255,2388954.834,5/8/19 11:28,0.000000,0.000699,0.344873,790.9,44.3,0,0.003,1.48
PineRiver080519_38,TC2PR,1238350.407,2388729.89,5/8/19 11:31,0.000000,0.000233,0.086657,790.9,44.4,-0.309,0.001,0.372
PineRiver080519_39,TC2PR,1238146.101,2388989.984,5/8/19 11:35,0.000000,0.000233,0.181177,790.9,44.5,0,0.001,0.778
PineRiver080519_40,TC2PR,1238165.672,2388777.696,5/8/19 11:38,0.000000,0.000466,0.536380,791.0,44.5,-0.39,0.002,2.303
PineRiver080519_41,TC2PR,1238202.266,2388599.618,5/8/19 11:42,0.000000,0.000000,0.120840,791.0,44.6,0,-0.001,0.519
PineRiver080519_42,TC2PR,1238148.512,2388360.107,5/8/19 11:46,0.000000,0.000466,0.119675,791.0,44.6,-0.709,0.002,0.514
PineRiver080519_43,TC2PR,1238182.358,2388296.373,5/8/19 11:49,0.706877,0.000000,0.113156,791.0,44.6,3.036,0,0.486
PineRiver080519_44,TC2PR,1238164.044,2388275.533,5/8/19 11:52,0.000000,0.000698,0.089873,791.0,44.6,-0.747,0.003,0.386
PineRiver080519_45,TC2PR,1238197.337,2388287.904,5/8/19 11:54,0.000000,0.000233,0.131550,791.0,44.6,-0.357,0.001,0.565
PineRiver080519_46,TC2PR,1238238.98,2388264.463,5/8/19 11:57,3.934823,0.000000,1.012457,790.9,44.6,16.902,-0.001,4.349
PineRiver080519_47,TC2PR,1238301.957,2388305.282,5/8/19 11:59,3.406468,0.000932,1.099078,791.0,44.5,14.626,0.004,4.719
PineRiver080519_48,TC2PR,1238346.442,2388393.967,5/8/19 12:02,0.000000,0.000932,0.115040,790.9,44.5,0,0.004,0.494
PineRiver080519_49,TC2PR,1238399.936,2388478.855,5/8/19 12:05,0.000000,0.000000,0.003492,790.7,44.5,0,0,0.015
PineRiver080519_50,TC2PR,1238545.61,2388388.018,5/8/19 12:08,0.000000,0.000699,0.036573,790.9,44.4,-0.33,0.003,0.157
PineRiver080519_51,TC2PR,1238570.474,2388177.869,5/8/19 12:11,0.000000,0.001165,0.273680,790.8,44.4,0,0.005,1.175
PineRiver080519_52,TC2PR,1238385.214,2388182.517,5/8/19 12:15,0.000000,0.000932,0.512584,790.8,44.3,-0.434,0.004,2.2
PineRiver080519_53,TC2PR,1238141.735,2388154.241,5/8/19 12:19,0.000000,0.000233,0.000000,790.9,44.2,-0.161,0.001,-0.012
PineRiver080519_54,TC2PR,1238168.663,2388003.6,5/8/19 12:23,0.000000,0.000000,0.000000,790.9,44.1,-0.35,-0.005,-0.474
PineRiver080519_55,TC2PR,1238341.519,2387914.767,5/8/19 12:32,0.000000,0.000000,0.308444,790.9,43.9,0,0,1.322
PineRiver080519_56,TC2PR,1238585.123,2387925.861,5/8/19 12:36,0.000000,0.000233,0.379797,790.8,43.7,0,0.001,1.627
PineRiver080519_57,TC2PR,1238542.881,2387784.183,5/8/19 12:42,0.000000,0.000000,0.872903,790.5,43.8,0,0,3.742
PineRiver080519_58,TC2PR,1238547.514,2387694.637,5/8/19 12:46,0.000000,0.000000,0.042681,790.6,43.9,0,-0.003,0.183
PineRiver080519_59,TC2PR,1238351.994,2387793.21,5/8/19 12:59,0.000000,0.000000,0.351441,790.5,44.1,-0.168,0,1.508
PineRiver080519_60,TC2PR,1238140.837,2387776.836,5/8/19 13:04,0.000000,0.000000,0.341208,790.3,44.0,0,-0.001,1.464
PineRiver080519_61,TC2PR,1237990.761,2387752.402,5/8/19 13:08,0.000000,0.000000,0.042209,790.5,43.9,-0.271,-0.001,0.181
PineRiver080519_62,TC2PR,1237999.496,2387799.72,5/8/19 13:12,0.000000,0.000000,0.284358,790.5,43.8,-0.038,-0.001,1.219
PineRiver080519_63,TC2PR,1237959.082,2387687.419,5/8/19 13:15,0.000000,0.000000,0.457213,790.5,43.8,0,-0.002,1.96
PineRiver080519_64,TC2PR,1237952.597,2387749.558,5/8/19 13:18,0.000000,0.000467,0.397621,790.5,43.7,-0.345,0.002,1.704
PineRiver080519_65,TC2PR,1237949.121,2387775.052,5/8/19 13:20,0.000000,0.000000,0.696536,790.5,43.7,0,0,2.985
PineRiver080519_66,TC2PR,1237919.804,2387723.769,5/8/19 13:22,0.000000,0.000000,0.037335,790.5,43.7,-0.633,0,0.16
PineRiver080519_67,TC2PR,1237923.219,2387671.273,5/8/19 13:25,0.000000,0.000700,0.038956,790.5,43.8,0,0.003,0.167
PineRiver080519_68,TC2PR,1237945.273,2387629.322,5/8/19 13:27,0.000000,0.000700,0.044535,790.4,43.9,-0.066,0.003,0.191
PineRiver080519_69,TC2PR,1237976.28,2387592.289,5/8/19 13:29,0.000000,0.000000,0.163420,790.5,44.0,0,0,0.701
PineRiver080519_70,TC2PR,1238028.561,2387515.475,5/8/19 13:32,0.000000,0.000000,0.060349,790.6,44.2,-0.694,-0.002,0.259
PineRiver080519_71,TC2PR,1238101.933,2387544.107,5/8/19 13:36,0.000000,0.000000,0.023498,790.4,44.6,0,-0.002,0.101
PineRiver080519_72,TC2PR,1238289.491,2387567.518,5/8/19 13:39,0.000000,0.000000,0.012084,790.2,44.9,-1.446,-0.003,0.052
PineRiver080519_73,TC2PR,1238337.243,2387301.174,5/8/19 14:04,0.000000,0.000000,0.247169,790.2,45.9,0,-0.031,1.067
PineRiver080519_74,TC2PR,1238395.24,2387131.74,5/8/19 14:06,0.000000,0.000000,0.101018,790.1,45.8,0,-0.005,0.436
PineRiver080519_75,TC2PR,1238339.168,2387044.797,5/8/19 14:09,0.000000,0.000000,0.014365,790.1,45.8,0,-0.003,0.062
PineRiver080519_76,TC2PR,1238470.281,2386990.1,5/8/19 14:12,0.000000,0.000927,0.045174,790.0,45.8,0,0.004,0.195
PineRiver080519_77,TC2PR,1238566.254,2386739.348,5/8/19 14:16,0.000000,0.000000,0.150368,790.1,45.8,0,-0.002,0.649
PineRiver080519_78,TC2PR,1238577.391,2386633.748,5/8/19 14:19,0.000000,0.000000,0.002317,789.8,45.7,0,-0.003,0.01
PineRiver080519_79,TC2PR,1238415.915,2386791.796,5/8/19 14:22,0.000000,0.000000,0.008108,789.7,45.7,0,-0.005,0.035
PineRiver080519_80,TC2PR,1238208.646,2386767.789,5/8/19 14:26,0.000000,0.000000,0.030108,789.8,45.8,0,-0.003,0.13
PineRiver080519_81,TC2PR,1238002.423,2386810.913,5/8/19 14:29,0.000000,0.000000,0.080387,790.0,45.8,0,0,0.347
PineRiver080519_82,TC2PR,1238003.334,2386965.914,5/8/19 14:32,0.000000,0.000000,0.015521,790.0,45.8,-2.725,-0.006,0.067
PineRiver080519_83,TC2PR,1237969.286,2387183.44,5/8/19 14:36,0.000000,0.000926,0.137564,790.0,45.9,0,0.004,0.594
PineRiver080519_84,TC2PR,1237991.221,2387330.368,5/8/19 14:39,0.000000,0.000000,0.045363,790.0,46.1,0,-0.003,0.196
PineRiver080519_85,TC2PR,1238155.43,2387367.5,5/8/19 14:42,0.000000,0.000925,0.267383,790.0,46.3,0,0.004,1.156
PineRiver080519_86,TC2PR,1238125.741,2387131.116,5/8/19 14:45,0.000000,0.000000,0.104951,789.8,46.4,0,-0.005,0.454
PineRiver080519_87,TC2PR,1238215.139,2386990.701,5/8/19 14:48,0.000000,0.000000,0.003465,789.7,46.6,-1.728,-0.002,0.015
PineRiver080619_100,TC2PR,1238571.69,2386031.153,6/8/19 10:39,64.065340,0.001412,1.898877,785.3,39.0,272.27,0.006,8.07
PineRiver080619_101,TC2PR,1238549.544,2386128.594,6/8/19 10:43,1.499739,0.002116,0.643249,784.9,39.1,6.379,0.009,2.736
PineRiver080619_102,TC2PR,1238512.58,2386039.889,6/8/19 10:46,0.000000,0.000470,0.155580,785.1,39.3,-3.47,0.002,0.662
PineRiver080619_103,TC2PR,1238549.643,2385963.746,6/8/19 10:49,0.000000,0.000000,0.086173,784.9,39.5,-0.48,-0.001,0.367
PineRiver080619_104,TC2PR,1238620.367,2385844.558,6/8/19 10:54,0.000000,0.000000,0.057168,784.7,40.1,0,-0.002,0.244
PineRiver080619_105,TC2PR,1238695.898,2385845.482,6/8/19 10:57,0.000000,0.000000,0.259869,785.1,40.5,0,0,1.11
PineRiver080619_106,TC2PR,1238758.232,2385861.227,6/8/19 11:00,0.000000,0.000000,0.082195,786.3,40.9,-0.051,0,0.351
PineRiver080619_107,TC2PR,1238818.48,2385767.086,6/8/19 11:04,0.000000,0.000000,0.106228,786.4,41.2,-0.231,-0.001,0.454
PineRiver080619_108,TC2PR,1238885.25,2385662.368,6/8/19 11:08,0.000000,0.000000,0.000000,786.2,41.5,0,-0.004,-0.036
PineRiver080619_109,TC2PR,1238916.338,2385560.334,6/8/19 11:12,0.000000,0.000467,0.104537,785.5,41.7,0,0.002,0.448
PineRiver080619_110,TC2PR,1238852.548,2385538.745,6/8/19 11:16,0.000000,0.000000,0.365206,785.3,42.0,-0.001,-0.002,1.567
PineRiver080619_111,TC2PR,1238778.759,2385528.511,6/8/19 11:19,0.000000,0.000233,0.389674,785.1,42.3,0,0.001,1.674
PineRiver080619_112,TC2PR,1238762.039,2385614.635,6/8/19 11:23,0.000000,0.000000,0.119196,784.4,42.6,0,-0.004,0.513
PineRiver080619_113,TC2PR,1238800.254,2385640.253,6/8/19 11:26,0.857503,0.000000,0.561292,784.8,42.8,3.691,-0.001,2.416
PineRiver080619_114,TC2PR,1238803.649,2385652.123,6/8/19 11:28,0.000000,0.000000,0.313829,785.2,43.0,-1.543,0,1.351
PineRiver080619_115,TC2PR,1238749.627,2385716.965,6/8/19 11:32,0.000000,0.000000,0.359388,785.5,43.3,0,0,1.548
PineRiver080619_116,TC2PR,1238643.973,2385721.799,6/8/19 11:38,0.473941,0.001623,0.326472,785.5,43.7,2.044,0.007,1.408
PineRiver080619_117,TC2PR,1238624.296,2385700.299,6/8/19 11:41,0.000000,0.000000,0.067796,784.6,44.0,-0.359,-0.002,0.293
PineRiver080619_118,TC2PR,1238505.721,2385765.787,6/8/19 11:44,0.000000,0.000925,0.095477,784.4,44.2,0,0.004,0.413
PineRiver080619_119,TC2PR,1238571.888,2385552.164,6/8/19 11:49,0.000000,0.001384,0.069192,783.8,44.7,0,0.006,0.3
PineRiver080619_120,TC2PR,1238671.057,2385607.252,6/8/19 11:52,0.000000,0.000000,0.261790,783.2,45.0,0,-0.001,1.137
PineRiver080619_121,TC2PR,1238713.933,2385497.46,6/8/19 11:56,0.000000,0.001612,0.135395,784.0,45.3,0,0.007,0.588
PineRiver080619_122,TC2PR,1238686.628,2385378.85,6/8/19 12:00,0.000000,0.000230,0.072469,783.8,45.5,0,0.001,0.315
PineRiver080619_123,TC2PR,1238806.93,2385197.606,6/8/19 12:04,0.000000,0.000000,0.127703,783.0,45.7,0,-0.003,0.556
PineRiver080619_124,TC2PR,1238820.609,2385315.03,6/8/19 12:08,0.000000,0.000000,0.065159,782.4,45.8,0,-0.003,0.284
PineRiver080619_125,TC2PR,1238796.585,2385389.235,6/8/19 12:13,0.000000,0.000000,0.038599,783.5,45.8,0,-0.005,0.168
PineRiver080619_126,TC2PR,1238829.39,2385427.327,6/8/19 12:16,0.000000,0.000000,0.146336,783.4,45.8,-0.23,-0.007,0.637
PineRiver080619_127,TC2PR,1238917.836,2385449.368,6/8/19 12:20,0.000000,0.000919,0.398320,783.8,45.8,0,0.004,1.733
PineRiver080619_128,TC2PR,1238947.455,2385368.419,6/8/19 12:23,0.000000,0.000000,0.577038,784.6,45.8,0,-0.005,2.508
PineRiver080619_129,TC2PR,1238960.12,2385277.554,6/8/19 12:26,0.000000,0.000000,0.221759,783.9,45.9,0,-0.004,0.965
PineRiver080619_130,TC2PR,1238941.04,2385236.986,6/8/19 12:29,296.814500,0.000919,2.368722,783.8,45.9,1291.777,0.004,10.309
PineRiver080619_131,TC2PR,1238919.929,2385185.192,6/8/19 12:32,0.000000,0.000000,0.388018,783.2,45.9,-2.722,-0.001,1.69
PineRiver080619_132,TC2PR,1238927.176,2385169.141,6/8/19 12:35,0.310905,0.000000,2.861927,782.7,45.9,1.355,-0.003,12.473
PineRiver080619_133,TC2PR,1238919.162,2384988.852,6/8/19 12:43,0.000000,0.000000,0.002522,782.8,46.2,-1.506,-0.002,0.011
PineRiver080619_134,TC2PR,1239009.556,2384989.335,6/8/19 12:47,0.000000,0.000000,0.105906,781.5,46.4,-0.074,-0.005,0.463
PineRiver080619_135,TC2PR,1239022.988,2384957.652,6/8/19 12:50,1.886656,0.000000,0.811214,781.6,46.4,8.247,0,3.546
PineRiver080619_136,TC2PR,1239065.493,2384852.546,6/8/19 12:54,0.000000,0.000000,0.069295,781.6,46.5,-0.36,-0.002,0.303
PineRiver080619_137,TC2PR,1239036.631,2384789.176,6/8/19 12:57,0.000000,0.000000,0.063517,781.1,46.6,-0.391,-0.004,0.278
PineRiver080619_138,TC2PR,1239095.16,2385020.758,6/8/19 13:02,0.000000,0.000913,0.145776,780.4,46.8,-3.202,0.004,0.639
PineRiver080619_139,TC2PR,1239237.965,2385007.854,6/8/19 13:09,0.000000,0.001372,0.170603,782.8,47.0,-0.649,0.006,0.746
PineRiver080619_140,TC2PR,1239407.894,2384970.034,6/8/19 13:16,0.000000,0.000000,0.015741,781.6,47.3,-0.129,-0.003,0.069
PineRiver080619_141,TC2PR,1239535.604,2384956.269,6/8/19 13:20,0.000000,0.000000,0.101426,779.4,47.4,0,-0.001,0.446
PineRiver080619_142,TC2PR,1239529.807,2384760.675,6/8/19 13:24,0.000000,0.000000,0.012029,778.1,47.5,0,0,0.053
PineRiver080619_143,TC2PR,1239595.197,2384570.108,6/8/19 13:28,0.000000,0.000000,0.059060,779.0,47.6,0,-0.007,0.26
PineRiver080619_144,TC2PR,1239382.002,2384309.148,6/8/19 13:34,0.000000,0.001590,0.398840,779.4,47.8,-0.235,0.007,1.756
PineRiver080619_145,TC2PR,1239355.671,2384369.446,6/8/19 13:37,0.000000,0.000000,0.443978,778.1,47.8,-0.001,0,1.958
PineRiver080619_146,TC2PR,1239331.01,2384436.903,6/8/19 13:41,53.946290,0.000453,9.633007,778.1,47.9,237.984,0.002,42.496
PineRiver080619_147,TC2PR,1239282.253,2384517.114,6/8/19 13:46,55.003260,0.000227,0.477781,778.0,47.9,242.678,0.001,2.108
PineRiver080619_148,TC2PR,1239340.669,2384552.25,6/8/19 13:51,0.000000,0.000227,0.824210,778.1,47.9,-80.218,0.001,3.636
PineRiver080619_149,TC2PR,1239319.948,2384633.222,6/8/19 13:54,0.000000,0.000000,0.276487,779.2,47.9,-0.235,-0.005,1.218
PineRiver080619_150,TC2PR,1239347.363,2384753.696,6/8/19 13:58,0.000000,0.000000,0.202149,779.9,48.0,-0.117,-0.006,0.89
PineRiver080619_151,TC2PR,1239139.655,2384772.483,6/8/19 14:03,1.952957,0.000682,1.723745,780.5,48.2,8.597,0.003,7.588
PineRiver080619_152,TC2PR,1239119.243,2384787.94,6/8/19 14:05,848.268900,0.010907,0.003409,780.5,48.1,3732.954,0.048,0.015
PineRiver080619_153,TC2PR,1239206.721,2384697.177,6/8/19 14:09,16.077390,0.000000,3.395106,779.6,48.1,70.833,-0.006,14.958
PineRiver080619_154,TC2PR,1239243.028,2384616.826,6/8/19 14:12,0.000000,0.000000,0.079380,779.0,48.1,-0.593,-0.007,0.35
PineRiver080619_155,TC2PR,1239191.579,2384533.409,6/8/19 14:15,0.000000,0.000000,0.065931,778.2,48.1,-0.499,0,0.291
PineRiver080619_156,TC2PR,1239217.172,2384406.041,6/8/19 14:19,0.000000,0.000000,0.006565,777.5,48.1,-0.269,-0.006,0.029
PineRiver080619_157,TC2PR,1239062.07,2384573.558,6/8/19 14:24,0.000000,0.000000,0.057204,776.6,48.1,-0.146,-0.003,0.253
PineRiver080619_158,TC2PR,1238418.013,2386020.448,6/8/19 14:43,0.000000,0.000226,0.045573,776.6,48.8,-0.768,0.001,0.202
PineRiver080619_159,TC2PR,1238360.616,2386111.916,6/8/19 14:46,0.000000,0.000000,0.085847,782.0,48.9,0,-0.005,0.378
PineRiver080619_160,TC2PR,1238193.358,2386313.604,6/8/19 14:50,0.000000,0.000000,0.011145,783.2,48.9,-0.507,-0.004,0.049
PineRiver080619_88,TC2PR,1238182.207,2386586.784,6/8/19 9:53,0.000000,0.000000,0.000000,789.6,28.4,-2.075,-0.004,-0.083
PineRiver080619_89,TC2PR,1238212.698,2386586.974,6/8/19 9:55,0.000000,0.000000,0.051345,789.6,28.9,0,0,0.21
PineRiver080619_90,TC2PR,1238343.847,2386551.512,6/8/19 10:01,1.128632,0.000731,0.282462,789.5,30.1,4.635,0.003,1.16
PineRiver080619_91,TC2PR,1238388.751,2386409.637,6/8/19 10:04,0.000000,0.000970,0.046569,789.0,31.1,-2.108,0.004,0.192
PineRiver080619_92,TC2PR,1238541.512,2386399.981,6/8/19 10:08,0.000000,0.000000,0.042950,787.5,32.1,-0.002,-0.001,0.178
PineRiver080619_93,TC2PR,1238583.726,2386315.205,6/8/19 10:12,2.757714,0.000961,0.868948,787.4,33.4,11.479,0.004,3.617
PineRiver080619_94,TC2PR,1238607.118,2386277.557,6/8/19 10:15,0.396591,0.000478,0.156436,786.8,34.5,1.658,0.002,0.654
PineRiver080619_95,TC2PR,1238635.896,2386221.864,6/8/19 10:17,0.000000,0.000239,0.077294,787.0,35.4,-0.001,0.001,0.324
PineRiver080619_96,TC2PR,1238649.169,2386135.275,6/8/19 10:20,0.000000,0.000476,0.111134,787.1,36.2,-0.62,0.002,0.467
PineRiver080619_97,TC2PR,1238707.656,2386018.991,6/8/19 10:23,0.000000,0.000000,0.078774,786.8,37.0,0,-0.001,0.332
PineRiver080619_98,TC2PR,1238635.858,2385970.93,6/8/19 10:28,2.840405,0.000237,1.071632,787.0,37.8,11.999,0.001,4.527
PineRiver080619_99,TC2PR,1238609.919,2385962.843,6/8/19 10:31,0.000000,0.000000,0.036577,785.8,38.3,-0.364,-0.001,0.155
PineRiver080719_161,TC2PR,1239693.834,2383557.967,7/8/19 9:19,0.000000,0.000240,0.123978,776.7,29.2,-1.228,0.001,0.516
PineRiver080719_162,TC2PR,1239699.609,2383752.098,7/8/19 9:24,0.000000,0.000719,0.029962,776.9,30.0,-0.408,0.003,0.125
PineRiver080719_163,TC2PR,1239628.141,2383750.641,7/8/19 9:27,0.000000,0.000957,0.123271,777.1,30.5,0,0.004,0.515
PineRiver080719_164,TC2PR,1239674.406,2383908.112,7/8/19 9:35,0.250063,0.000477,0.462187,776.7,31.3,1.048,0.002,1.937
PineRiver080719_165,TC2PR,1239615.146,2383924.855,7/8/19 9:38,0.000000,0.001906,0.028115,776.6,31.7,0,0.008,0.118
PineRiver080719_166,TC2PR,1239637.565,2383996.419,7/8/19 9:42,0.457619,0.001427,0.464755,776.0,32.0,1.924,0.006,1.954
PineRiver080719_167,TC2PR,1239646.857,2384027.991,7/8/19 9:44,0.000000,0.000475,0.286399,776.2,32.3,-0.431,0.002,1.205
PineRiver080719_168,TC2PR,1239566.424,2384140.785,7/8/19 9:49,0.000000,0.000475,0.022076,776.5,32.8,-0.389,0.002,0.093
PineRiver080719_169,TC2PR,1239584.678,2384178.935,7/8/19 9:52,0.313235,0.001186,0.421443,777.0,33.1,1.32,0.005,1.776
PineRiver080719_170,TC2PR,1239621.013,2384197.887,7/8/19 9:56,0.444075,0.000949,0.139959,777.5,33.4,1.872,0.004,0.59
PineRiver080719_171,TC2PR,1239645.138,2384342.053,7/8/19 10:02,0.000000,0.001421,0.130705,778.1,34.2,-0.583,0.006,0.552
PineRiver080719_172,TC2PR,1239697.935,2384278.551,7/8/19 10:05,0.000000,0.000474,0.032248,779.7,34.4,-0.648,0.002,0.136
PineRiver080719_173,TC2PR,1239781.128,2384199.121,7/8/19 10:08,0.000000,0.000710,0.079296,779.1,34.7,-1.238,0.003,0.335
PineRiver080719_174,TC2PR,1239779.703,2384017.982,7/8/19 10:11,0.000000,0.001418,0.153195,778.9,35.0,-0.985,0.006,0.648
PineRiver080719_175,TC2PR,1239805.93,2383977.304,7/8/19 10:13,0.000000,0.000236,0.082155,778.3,35.2,0,0.001,0.348
PineRiver080719_176,TC2PR,1239942.122,2383616.803,7/8/19 10:20,0.000000,0.000942,0.120857,778.2,35.8,0,0.004,0.513
PineRiver080719_177,TC2PR,1239943.355,2383408.484,7/8/19 10:25,0.000000,0.000000,0.000000,776.5,36.1,0,-0.001,-0.054
PineRiver080719_178,TC2PR,1239836.172,2383346.704,7/8/19 10:29,0.000000,0.000234,0.023410,774.8,36.4,0,0.001,0.1
PineRiver080719_179,TC2PR,1239788.915,2383263.591,7/8/19 10:32,0.000000,0.001171,0.037478,776.0,36.7,0,0.005,0.16
PineRiver080719_180,TC2PR,1239967.112,2383223.393,7/8/19 10:37,0.000000,0.000234,0.040926,776.0,37.2,0,0.001,0.175
PineRiver080719_181,TC2PR,1240186.807,2383421.844,7/8/19 10:42,0.000000,0.000699,0.011423,774.8,37.7,-0.08,0.003,0.049
PineRiver080719_182,TC2PR,1240192.581,2383346.784,7/8/19 10:45,0.000000,0.000465,0.082018,773.2,38.1,-0.115,0.002,0.353
PineRiver080719_183,TC2PR,1240296.151,2383299.193,7/8/19 10:48,0.000000,0.000464,0.070051,772.9,38.5,0,0.002,0.302
PineRiver080719_184,TC2PR,1240154.342,2383180.995,7/8/19 10:53,0.000000,0.001156,0.039987,771.9,39.2,-0.436,0.005,0.173
PineRiver080719_185,TC2PR,1239988.524,2382994.497,7/8/19 10:57,0.000000,0.000462,0.147498,773.8,39.9,0,0.002,0.638
PineRiver080719_186,TC2PR,1240009.331,2382832.658,7/8/19 11:02,0.000000,0.000000,0.073264,774.8,40.4,0,0,0.317
