Site Pt,Area,Northing,Easting,Pressure,Temp,Date Time,CH4 slope,H2S slope,CO2 slope,CH4 flux,H2S flux,CO2 flux
Federal060220_03,Federal,1219823,2320136,793,32,6/2/20,0,-0.001,0.455,0,0,0.110592
Federal060220_04,Federal,1219877,2320130,792.8,32.7,6/2/20,-1.28,-0.02,0.824,0,0,0.199771
Federal060220_05,Federal,1219917,2320123,792.4,33.4,6/2/20,-0.616,-0.007,0.171,0,0,0.041342
Federal060220_06,Federal,1219915,2320096,792.4,34,6/2/20,-0.351,-0.027,0.513,0,0,0.123783
Federal060220_07,Federal,1219914,2320045,792.5,34.6,6/2/20,-1.123,-0.01,1.086,0,0,0.261567
Federal060220_08,Federal,1219911,2319989,792.5,35.2,6/2/20,-0.73,-0.016,0.666,0,0,0.160096
Federal060220_09,Federal,1219911,2319931,792.5,35.7,6/2/20,-1.121,-0.014,0.693,0,0,0.166317
Federal060220_10,Federal,1219874,2319956,792.5,36.3,6/2/20,-0.12,-0.007,0.769,0,0,0.184199
Federal060220_11,Federal,1219877,2319989,792.5,36.9,6/2/20,-0.9,-0.012,0.507,0,0,0.121207
Federal060220_12,Federal,1219872,2320029,792.5,37.4,6/2/20,0,-0.009,1.616,0,0,0.385709
Federal060220_13,Federal,1219873,2320094,792.5,37.9,6/2/20,-0.587,-0.012,2.376,0,0,0.566196
Federal060220_14,Federal,1219831,2320094,792.5,38.4,6/2/20,0,-0.022,0.295,0,0,0.070185
Federal060220_15,Federal,1219829,2320020,792.5,39,6/2/20,-1.81,-0.006,1.06,0,0,0.251706
Federal060220_16,Federal,1219816,2319983,792.5,39.4,6/2/20,-0.061,-0.011,1.219,0,0,0.289091
Federal060220_17,Federal,1219815,2319929,792.4,39.9,6/2/20,-1.349,-0.025,1.204,0,0,0.285042
Federal060220_18,Federal,1219775,2319944,792.5,40.3,6/2/20,-0.514,-0.024,1.171,0,0,0.27691
Federal060220_19,Federal,1219714,2319927,792.6,40.7,6/2/20,-0.219,-0.04,1.068,0,0,0.252263
Federal060220_20,Federal,1219718,2319980,792.6,41.1,6/2/20,-0.666,-0.026,0.709,0,0,0.167254
Federal060220_21,Federal,1219782,2319995,792.6,41.4,6/2/20,-1.187,-0.034,0.628,0,0,0.148005
Federal060220_22,Federal,1219781,2320041,792.6,41.8,6/2/20,0,-0.019,0.808,0,0,0.190184
Federal060220_23,Federal,1219764,2320079,792.2,42.1,6/2/20,0,-0.038,0.971,0,0,0.228218
Federal060220_24,Federal,1219711,2320040,792.2,42.3,6/2/20,-0.821,-0.027,1.982,0,0,0.465542
Federal060220_25,Federal,1219729,2320080,792.5,42.6,6/2/20,0,-0.024,0.154,0,0,0.036152
"FloridaRiver060320
_01",FR,1234979,2331972,791.5,27.2,6/3/20,-1.572,-0.002,0.465,0,0,0.114611
"FloridaRiver060320
_02",FR,1235026,2332025,791.4,28.1,6/3/20,-0.731,0.004,1.634,0,0.000983,0.401488
"FloridaRiver060320
_03",FR,1235160,2332048,791.8,29.2,6/3/20,0,0.029,0.645,0,0.007103,0.157985
"FloridaRiver060320
_04",FR,1235196,2332117,791.7,30,6/3/20,-0.833,0.012,0.466,0,0.002931,0.113826
"FloridaRiver060320
_05",FR,1235333,2332131,791.8,30.9,6/3/20,-0.73,0.006,1.739,0,0.001461,0.423566
"FloridaRiver060320
_06",FR,1235572,2332279,791.8,31.9,6/3/20,-1.543,0.006,1.211,0,0.001457,0.293995
"FloridaRiver060320
_07",FR,1235572,2332245,791.8,32.4,6/3/20,-0.001,0.007,1.237,0,0.001697,0.299815
"FloridaRiver060320
_08",FR,1235561,2332336,791.8,33.1,6/3/20,-0.831,0.013,1.169,0,0.003144,0.282686
"FloridaRiver060320
_09",FR,1235567,2332375,791.8,33.7,6/3/20,11.722,0.033,18.285,2.82906,0.007964,4.413015
"FloridaRiver060320
_10",FR,1235542,2332375,791.8,34.2,6/3/20,-0.001,0.028,2.009,0,0.006747,0.484076
"FloridaRiver060320
_11",FR,1235515,2332399,791.8,34.7,6/3/20,0,0.018,1.213,0,0.00433,0.291802
"FloridaRiver060320
_12",FR,1235511,2332403,791.8,35.1,6/3/20,3848.925,-0.002,1.322,924.7045,0,0.317611
"FloridaRiver060320
_13",FR,1235513,2332431,791.8,35.7,6/3/20,2296.227,0.027,2.061,550.597,0.006474,0.494193
"FloridaRiver060320
_14",FR,1235516,2332425,791.8,36,6/3/20,638.312,0.031,4.748,152.9081,0.007426,1.137387
"FloridaRiver060320
_15",FR,1235543,2332421,791.8,36.5,6/3/20,-2.773,0.028,0.857,0,0.006697,0.204963
"FloridaRiver060320
_16",FR,1235553,2332463,791.8,37,6/3/20,4.744,0.019,2.976,1.132764,0.004537,0.710604
"FloridaRiver060320
_17",FR,1235520,2332454,791.8,37.5,6/3/20,-3.22,0.044,1.455,0,0.010489,0.346863
"FloridaRiver060320
_18",FR,1235510,2332474,791.8,38.1,6/3/20,1146.789,0.025,3.136,272.8606,0.005948,0.746162
"FloridaRiver060320
_19",FR,1235403,2332493,791.7,38.7,6/3/20,36.549,0.029,3.541,8.678436,0.006886,0.840798
"FloridaRiver060320
_20",FR,1235372,2332476,791.8,39.2,6/3/20,4887.686,0.022,11.669,1158.853,0.005216,2.766679
"FloridaRiver060320
_21",FR,1235376,2332476,791.8,39.7,6/3/20,2978.448,0.025,0.946,705.0509,0.005918,0.223935
"FloridaRiver060320
_22",FR,1235348,2332508,791.7,40.2,6/3/20,3.733,0.012,9.152,0.882145,0.002836,2.162709
"FloridaRiver060320
_23",FR,1235330,2332489,791.5,40.9,6/3/20,-0.41,0.02,2.068,0,0.004714,0.487477
"FloridaRiver060320
_24",FR,1235331,2332474,791.7,41.4,6/3/20,-2.158,0.016,1.696,0,0.003767,0.399253
"FloridaRiver060320
_25",FR,1235164,2332522,791.5,42.6,6/3/20,-5.265,0.003,1.24,0,0.000703,0.290724
"FloridaRiver060320
_26",FR,1235154,2332370,791.5,43.1,6/3/20,-4.453,0.047,2.823,0,0.011002,0.660819
"FloridaRiver060320
_27",FR,1234958,2332154,791.5,43.8,6/3/20,-6.678,0.016,3.529,0,0.003737,0.824258
"FloridaRiver060320
_28",FR,1234948,2332323,791.4,44.1,6/3/20,-2.636,0.015,1.559,0,0.0035,0.363741
"FloridaRiver060320
_29",FR,1235505,2332613,791.4,44.4,6/3/20,-0.431,0.006,1.467,0,0.001399,0.341952
"FloridaRiver060320
_30",FR,1235414,2332813,791.3,44.3,6/3/20,-1.346,0.011,-0.035,0,0.002565,0
"FloridaRiver060320
_31",FR,1235525,2332737,789.8,44.2,6/3/20,-1.704,0.004,0.3,0,0.000931,0.069831
"FloridaRiver060320
_32",FR,1235551,2332955,789.8,44.2,6/3/20,-4.849,0.001,0.298,0,0.000233,0.069366
"FloridaRiver060320
_33",FR,1235654,2332851,787.8,44.2,6/3/20,-2.243,-0.001,2.242,0,0,0.520552
"FloridaRiver060320
_34",FR,1235668,2332833,788.1,44.3,6/3/20,-2.285,-0.001,1.141,0,0,0.264937
"FloridaRiver060320
_35",FR,1235719,2332826,788.1,44.3,6/3/20,4.37,0.012,9.165,1.014702,0.002786,2.128088
"FloridaRiver060320
_36",FR,1235739,2332808,788.3,44.3,6/3/20,-8.716,0.002,1.077,0,0.000465,0.25014
"FloridaRiver060320
_37",FR,1235728,2332768,788.3,44.3,6/3/20,-2.15,0.018,0.189,0,0.004181,0.043896
"FloridaRiver060320
_38",FR,1235782,2332768,789,44.3,6/3/20,-4.004,0.006,0.902,0,0.001395,0.209681
"FloridaRiver060320
_39",FR,1235909,2332845,789,44.2,6/3/20,-3.377,-0.001,0.118,0,0,0.027439
"FloridaRiver060320
_40",FR,1235985,2333036,788.2,44.2,6/3/20,-1.089,0.003,0.592,0,0.000697,0.137522
"FloridaRiver060320
_41",FR,1235937,2333183,786.5,44.2,6/3/20,-6.184,0.003,0.425,0,0.000695,0.098515
"FloridaRiver060320
_42",FR,1235854,2333094,785.6,44.1,6/3/20,-1.54,0.002,0.895,0,0.000463,0.207288
"FloridaRiver060320
_43",FR,1235770,2332952,786.5,44,6/3/20,-10.998,0.002,0.442,0,0.000464,0.10252
"FloridaRiver060320
_44",FR,1235547,2333102,787,43.9,6/3/20,-1.353,-0.004,0.393,0,0,0.091241
"FloridaRiver060320
_65",FR,1234875,2331993,778.1,43.8,6/3/20,-9.943,-0.007,0.25,0,0,0.057403
"FloridaRiver060320
_66",FR,1234977,2331861,789.7,43.7,6/3/20,-5.053,-0.011,0.644,0,0,0.150122
"FloridaRiver060320
_67",FR,1234880,2331851,789.7,43.6,6/3/20,-7.28,-0.003,0.192,0,0,0.044771
"FloridaRiver060320
_68",FR,1234876,2331810,789.1,43.5,6/3/20,-4.807,-0.016,1.936,0,0,0.451241
"FloridaRiver060320
_69",FR,1235182,2331803,789,43.3,6/3/20,-9.308,0,1.057,0,0,0.246489
"FloridaRiver060320
_70",FR,1235834,2332276,789.4,42.9,6/3/20,-4.637,-0.003,0.448,0,0,0.104658
"FloridaRiver060520
_100",FR,1235116,2331082,785.6,47.7,6/5/20,-1.852,0.007,0.495,0,0.001603,0.113359
"FloridaRiver060520
_101",FR,1235216,2330967,784.7,47.9,6/5/20,-1.417,-0.003,0.243,0,0,0.055551
"FloridaRiver060520
_102",FR,1235206,2330819,784.4,48,6/5/20,-0.746,0.004,1.29,0,0.000914,0.294693
"FloridaRiver060520
_103",FR,1235084,2330668,784.2,48.1,6/5/20,-5.433,0.014,-0.458,0,0.003196,0
"FloridaRiver060520
_104",FR,1235006,2330768,783.6,48.1,6/5/20,-3.919,-0.024,0.561,0,0,0.127987
"FloridaRiver060520
_105",FR,1234943,2330852,784.2,48.1,6/5/20,-2.986,-0.001,1.717,0,0,0.392017
"FloridaRiver060520
_106",FR,1234996,2330971,784.4,48,6/5/20,-1.038,-0.01,0.537,0,0,0.122675
"FloridaRiver060520
_107",FR,1234734,2330979,784.6,48,6/5/20,-2.791,-0.022,0.271,0,0,0.061924
"FloridaRiver060520
_108",FR,1234594,2331034,784.8,47.9,6/5/20,-1.574,0.009,2.429,0,0.002058,0.555348
"FloridaRiver060520
_109",FR,1234522,2330983,785.2,47.9,6/5/20,-2.409,-0.002,0.918,0,0,0.209991
"FloridaRiver060520
_110",FR,1234421,2330819,785.1,47.8,6/5/20,-0.513,0.004,0.391,0,0.000915,0.089457
"FloridaRiver060520
_111",FR,1234559,2330756,784.8,47.7,6/5/20,-1.16,-0.007,0.584,0,0,0.133604
"FloridaRiver060520
_112",FR,1234783,2330771,784.4,47.7,6/5/20,-0.618,0.01,0.43,0,0.002287,0.098323
"FloridaRiver060520
_113",FR,1234753,2330610,783.9,47.6,6/5/20,-1.011,0.008,0.131,0,0.001829,0.029944
"FloridaRiver060520
_114",FR,1234619,2330584,783.8,47.6,6/5/20,-1.035,-0.001,0.723,0,0,0.165245
"FloridaRiver060520
_115",FR,1234496,2330566,784,47.5,6/5/20,-1.717,-0.018,0.933,0,0,0.213362
"FloridaRiver060520
_116",FR,1234419,2330410,784,47.4,6/5/20,-1.713,-0.007,0.219,0,0,0.050097
"FloridaRiver060520
_117",FR,1234465,2330357,783.4,47.3,6/5/20,-1.112,-0.009,0.329,0,0,0.075226
"FloridaRiver060520
_118",FR,1234531,2330358,783.2,47.3,6/5/20,-0.98,-0.003,0.833,0,0,0.190418
"FloridaRiver060520
_119",FR,1234548,2330323,782.8,47.2,6/5/20,-1.571,-0.008,3.061,0,0,0.699585
"FloridaRiver060520
_120",FR,1234579,2330381,783.2,47.1,6/5/20,-1.376,-0.014,0.874,0,0,0.199915
"FloridaRiver060520
_121",FR,1234745,2330375,783.2,47,6/5/20,-1.952,-0.012,1.083,0,0,0.247799
"FloridaRiver060520
_122",FR,1234789,2330175,782.7,46.8,6/5/20,-1.215,0.004,0.049,0,0.000915,0.011211
"FloridaRiver060520
_123",FR,1234531,2330161,781.3,46.8,6/5/20,-1.634,-0.009,0.985,0,0,0.224969
"FloridaRiver060520
_124",FR,1234523,2330242,782,46.8,6/5/20,-0.884,-0.012,2.564,0,0,0.58613
"FloridaRiver060520
_125",FR,1234489,2330139,781.7,46.8,6/5/20,2.022,-0.001,0.9,0.462051,0,0.205661
"FloridaRiver060520
_126",FR,1234378,2330172,781.7,46.8,6/5/20,-1.344,-0.002,0.418,0,0,0.095518
"FloridaRiver060520
_71",FR,1235286,2331796,787.9,37.4,6/5/20,0,-0.063,3.365,0,0,0.798502
"FloridaRiver060520
_72",FR,1235333,2331776,787.6,37.9,6/5/20,6.581,0.01,6.718,1.558542,0.002368,1.590987
"FloridaRiver060520
_73",FR,1235320,2331774,787.6,38.3,6/5/20,6.355,0.025,6.026,1.503087,0.005913,1.425272
"FloridaRiver060520
_74",FR,1235336,2331789,787.6,38.9,6/5/20,101.618,0.034,5.984,23.98851,0.008026,1.412616
"FloridaRiver060520
_75",FR,1235356,2331798,787.2,39.4,6/5/20,326.767,0.021,10.559,76.97591,0.004947,2.487365
"FloridaRiver060520
_76",FR,1235415,2331824,786.8,39.9,6/5/20,4.315,0.003,3.815,1.014338,0.000705,0.896801
"FloridaRiver060520
_77",FR,1235374,2331886,786.7,40.3,6/5/20,-1.859,0.001,3.893,0,0.000235,0.913853
"FloridaRiver060520
_78",FR,1235401,2331941,787.1,40.6,6/5/20,0,-0.003,0.315,0,0,0.073911
"FloridaRiver060520
_79",FR,1235540,2331927,787.1,41,6/5/20,-0.382,0.008,0.588,0,0.001875,0.137791
"FloridaRiver060520
_80",FR,1235568,2331840,786.5,41.5,6/5/20,-0.025,0.004,-0.155,0,0.000935,0
"FloridaRiver060520
_81",FR,1235576,2331739,786.7,41.8,6/5/20,-0.898,0.019,1.111,0,0.004439,0.259557
"FloridaRiver060520
_82",FR,1235502,2331649,787,42.1,6/5/20,-0.114,0.003,0.221,0,0.0007,0.051602
"FloridaRiver060520
_83",FR,1235398,2331588,787.5,42.5,6/5/20,-3.139,0.002,0.335,0,0.000467,0.07817
"FloridaRiver060520
_84",FR,1235218,2331702,788.2,43,6/5/20,-1.063,-0.003,5.342,0,0,1.245656
"FloridaRiver060520
_85",FR,1235234,2331662,788.6,43.3,6/5/20,-0.457,0.003,2.387,0,0.000699,0.556359
"FloridaRiver060520
_86",FR,1235183,2331592,788.5,43.8,6/5/20,-0.701,0.005,2.339,0,0.001163,0.544242
"FloridaRiver060520
_87",FR,1235171,2331567,787.5,44.1,6/5/20,-0.775,-0.005,1.195,0,0,0.277439
"FloridaRiver060520
_88",FR,1235171,2331513,787,44.3,6/5/20,38.807,0.02,21.174,8.998302,0.004637,4.909682
"FloridaRiver060520
_89",FR,1235341,2331448,786.6,44.6,6/5/20,-1.327,-0.006,0.407,0,0,0.094235
"FloridaRiver060520
_90",FR,1234997,2331407,786.6,45,6/5/20,-0.574,-0.015,0.142,0,0,0.032837
"FloridaRiver060520
_91",FR,1234786,2331438,786.5,45.3,6/5/20,-1.763,0,0.563,0,0,0.130052
"FloridaRiver060520
_92",FR,1234746,2331554,786.7,45.6,6/5/20,-0.677,-0.007,0.296,0,0,0.068328
"FloridaRiver060520
_93",FR,1234563,2331386,786.7,45.8,6/5/20,-0.497,0.003,0.711,0,0.000692,0.164024
"FloridaRiver060520
_94",FR,1234517,2331199,786.5,46.5,6/5/20,-1.347,0.002,0.232,0,0.00046,0.05339
"FloridaRiver060520
_95",FR,1234768,2331251,786,46.8,6/5/20,-1.494,0.012,0.355,0,0.002757,0.081568
"FloridaRiver060520
_96",FR,1235038,2331187,785.8,47,6/5/20,5.241,-0.003,2.253,1.203161,0,0.517215
"FloridaRiver060520
_97",FR,1235089,2331236,785.8,47.1,6/5/20,1.572,0.029,3.02,0.360767,0.006655,0.693076
"FloridaRiver060520
_98",FR,1235158,2331361,785.8,47.3,6/5/20,-0.935,-0.007,0.057,0,0,0.013073
"FloridaRiver060520
_99",FR,1235192,2331242,785.8,47.5,6/5/20,-1.552,0.004,1.175,0,0.000917,0.269321
"FloridaRiver060920
_127",FR,1234255,2329882,782,34,6/9/20,-0.284,-0.015,1.141,0,0,0.271702
"FloridaRiver060920
_128",FR,1234302,2329948,782,34.5,6/9/20,-1.102,-0.018,0.226,0,0,0.053729
"FloridaRiver060920
_129",FR,1234349,2329878,781.4,34.9,6/9/20,-0.323,-0.007,2.392,0,0,0.567498
"FloridaRiver060920
_130",FR,1234378,2329925,781.4,35.2,6/9/20,-0.095,-0.018,0.643,0,0,0.152402
"FloridaRiver060920
_131",FR,1234470,2329944,781.3,35.5,6/9/20,-1.843,-0.024,1.995,0,0,0.47233
"FloridaRiver060920
_132",FR,1234542,2329951,780.9,35.8,6/9/20,-0.16,-0.036,0.288,0,0,0.068085
"FloridaRiver060920
_133",FR,1234589,2330000,780.2,36,6/9/20,-1.237,-0.027,0.219,0,0,0.051693
"FloridaRiver060920
_134",FR,1234533,2329878,780.6,36.3,6/9/20,-1.342,-0.014,0.309,0,0,0.072903
"FloridaRiver060920
_135",FR,1234489,2329858,780.2,36.6,6/9/20,-0.848,-0.017,0.416,0,0,0.098003
"FloridaRiver060920
_136",FR,1234355,2329780,780.4,36.9,6/9/20,-1.211,-0.011,3.065,0,0,0.721551
"FloridaRiver060920
_137",FR,1234351,2329608,781.3,37.2,6/9/20,0,-0.025,0.596,0,0,0.140334
"FloridaRiver060920
_138",FR,1234112,2329730,781,37.6,6/9/20,-0.108,-0.04,0.562,0,0,0.132107
"FloridaRiver060920
_139",FR,1234099,2329621,782.4,37.8,6/9/20,-0.695,0,0.72,0,0,0.169442
"FloridaRiver060920
_140",FR,1233990,2329599,783,37.9,6/9/20,-1.439,-0.02,0.723,0,0,0.170224
"FloridaRiver060920
_141",FR,1233908,2329469,783.6,38.1,6/9/20,0,-0.016,0.097,0,0,0.022841
"FloridaRiver060920
_142",FR,1233977,2329331,783.7,38.2,6/9/20,-0.497,-0.01,2.37,0,0,0.557957
"FloridaRiver060920
_143",FR,1233992,2329344,783.7,38.3,6/9/20,-0.079,-0.018,1.828,0,0,0.430218
"FloridaRiver060920
_144",FR,1234030,2329389,783.2,38.4,6/9/20,-0.956,-0.015,4.008,0,0,0.942375
"FloridaRiver060920
_145",FR,1234080,2329398,782.8,38.5,6/9/20,0,-0.018,0.422,0,0,0.09914
"FloridaRiver060920
_146",FR,1234117,2329377,782.5,38.7,6/9/20,0,-0.014,0.119,0,0,0.027928
"FloridaRiver060920
_147",FR,1234085,2329261,782.5,38.8,6/9/20,-0.535,-0.009,0.079,0,0,0.018534
"FloridaRiver060920
_148",FR,1234009,2329133,782.6,38.9,6/9/20,-1.241,-0.026,0.356,0,0,0.083506
"FloridaRiver060920
_149",FR,1233935,2329021,782.4,39.1,6/9/20,-1.109,-0.023,0.429,0,0,0.100539
"FloridaRiver060920
_150",FR,1233690,2329007,782.2,39.3,6/9/20,-0.612,-0.003,0.011,0,0,0.002576
"FloridaRiver060920
_151",FR,1233544,2328856,780.9,39.5,6/9/20,-0.277,-0.01,0.109,0,0,0.025463
"FloridaRiver060920
_152",FR,1233694,2328799,780.5,39.6,6/9/20,-0.556,-0.008,1.136,0,0,0.265158
"FloridaRiver060920
_153",FR,1233710,2328732,780.4,39.8,6/9/20,41.068,-0.006,6.563,9.578488,0,1.53072
"FloridaRiver060920
_154",FR,1233577,2328676,780.2,39.9,6/9/20,-1.491,-0.017,0.467,0,0,0.108858
"FloridaRiver060920
_155",FR,1233524,2328398,779.1,39.9,6/9/20,-1.854,-0.015,0.786,0,0,0.182959
"FloridaRiver060920
_156",FR,1233575,2328427,778.7,39.9,6/9/20,0,-0.04,0.759,0,0,0.176583
"FloridaRiver060920
_157",FR,1233641,2328560,779.4,39.9,6/9/20,-1.715,-0.046,0.595,0,0,0.138553
"FloridaRiver060920
_158",FR,1233714,2328552,780.1,40,6/9/20,-1.766,-0.018,0.513,0,0,0.119527
"FloridaRiver060920
_159",FR,1233760,2328573,780.4,40.1,6/9/20,-0.798,-0.004,0.314,0,0,0.073166
"FloridaRiver060920
_160",FR,1233815,2328737,780.6,40.2,6/9/20,-1.777,-0.03,0.587,0,0,0.136769
"FloridaRiver060920
_161",FR,1233839,2328844,781.6,40.3,6/9/20,-1.423,-0.022,0.171,0,0,0.039881
"PoleBarn060220_0
1",PB,1237074,2384490,784,30.5,6/2/20,0,-0.006,1.839,0,0,0.444095
"PoleBarn060220_0
2",PB,1237044,2384504,783.9,31.2,6/2/20,0,-0.023,1.604,0,0,0.386405
"PoleBarn060220_0
3",PB,1237066,2384549,783.9,31.9,6/2/20,-0.958,-0.034,1.489,0,0,0.357878
"PoleBarn060220_0
4",PB,1237080,2384604,783.9,32.6,6/2/20,-0.455,-0.043,0.592,0,0,0.14196
"PoleBarn060220_0
5",PB,1237081,2384658,786.5,33.3,6/2/20,-0.149,-0.011,1.122,0,0,0.269329
"PoleBarn060220_0
6",PB,1237084,2384692,786.5,33.9,6/2/20,-0.89,-0.021,1.765,0,0,0.422849
"PoleBarn060220_0
7",PB,1237052,2384698,783.6,37.9,6/2/20,0,-0.046,1.376,0,0,0.324216
"PoleBarn060220_0
8",PB,1237025,2384651,783.6,38.5,6/2/20,-0.201,-0.031,1.814,0,0,0.426595
"PoleBarn060220_0
9",PB,1236986,2384677,783.6,39,6/2/20,-0.206,-0.034,0.306,0,0,0.071846
"PoleBarn060220_1
0",PB,1236970,2384700,783.7,39.5,6/2/20,-1.681,-0.014,1.182,0,0,0.277115
"PoleBarn060220_1
1",PB,1236914,2384676,783.9,40,6/2/20,0,-0.02,1.325,0,0,0.310224
"PoleBarn060220_1
2",PB,1236886,2384646,784,40.5,6/2/20,0,-0.021,0.336,0,0,0.078553
"PoleBarn060220_1
3",PB,1236928,2384645,784,40.7,6/2/20,0,-0.041,0.514,0,0,0.12009
"PoleBarn060220_1
4",PB,1236941,2384608,784,41,6/2/20,0,-0.031,0.395,0,0,0.092199
"PoleBarn060220_1
5",PB,1236879,2384607,784,41.2,6/2/20,-0.135,-0.01,1.549,0,0,0.361331
"PoleBarn060220_1
6",PB,1236888,2384547,784,41.4,6/2/20,0,-0.056,1.364,0,0,0.317974
"PoleBarn060220_1
7",PB,1236904,2384493,783.9,41.5,6/2/20,0,-0.026,0.969,0,0,0.225792
"PoleBarn060220_1
8",PB,1236940,2384492,783.9,41.6,6/2/20,0,-0.038,1.501,0,0,0.349645
"PoleBarn060220_1
9",PB,1236944,2384536,783.9,41.7,6/2/20,0,-0.022,0.49,0,0,0.114105
"PoleBarn060220_2
0",PB,1236980,2384496,783.9,41.8,6/2/20,0,-0.021,1.201,0,0,0.279585
"PoleBarn060220_2
1",PB,1236984,2384537,783.9,41.9,6/2/20,0,-0.044,1.167,0,0,0.271583
"PoleBarn060220_2
2",PB,1236983,2384592,783.8,41.9,6/2/20,0,-0.035,0.946,0,0,0.220124
"PoleBarn060220_2
3",PB,1236983,2384638,783.8,41.9,6/2/20,0,-0.031,1.257,0,0,0.292491
"PoleBarn060220_2
4",PB,1237029,2384612,783.8,41.9,6/2/20,-0.435,-0.025,0.87,0,0,0.20244
"PoleBarn060220_2
5",PB,1237019,2384558,783.8,41.9,6/2/20,0,-0.019,0.38,0,0,0.088422
"PineRiver062920_0
1",PR,1242564,2378823,758.3,27.3,6/29/20,-0.211,-0.004,0.389,0,0,0.091827
"PineRiver062920_0
2",PR,1242598,2378941,758.1,28,6/29/20,-0.224,-0.007,1.516,0,0,0.356939
"PineRiver062920_0
3",PR,1242718,2378857,760.1,28.5,6/29/20,0,-0.001,0.246,0,0,0.057977
"PineRiver062920_0
4",PR,1242828,2378839,756.6,29,6/29/20,-0.521,-0.006,1.271,0,0,0.297674
"PineRiver062920_0
5",PR,1242622,2379176,756.6,29.9,6/29/20,0,-0.001,0.58,0,0,0.135435
"PineRiver062920_0
6",PR,1242727,2379228,756.2,30.6,6/29/20,0,-0.002,0.143,0,0,0.033297
"PineRiver062920_0
7",PR,1242727,2379321,754.6,31.4,6/29/20,-0.173,-0.005,0.541,0,0,0.125374
"PineRiver062920_0
8",PR,1242668,2379365,754.4,32,6/29/20,-0.183,-0.004,0.345,0,0,0.079773
"PineRiver062920_0
9",PR,1242705,2379530,754.9,33,6/29/20,0,-0.002,0.616,0,0,0.142065
"PineRiver062920_1
0",PR,1242605,2379609,753.8,33.4,6/29/20,-0.628,-0.001,0.073,0,0,0.016789
"PineRiver062920_1
1",PR,1242569,2379725,754.5,33.8,6/29/20,-0.089,-0.002,0.698,0,0,0.160472
"PineRiver062920_1
2",PR,1242454,2379953,754.6,34.2,6/29/20,-0.839,-0.001,0.92,0,0,0.211263
"PineRiver062920_1
3",PR,1242326,2379713,755.3,34.9,6/29/20,-0.335,-0.001,5.005,0,0,1.147766
"PineRiver062920_1
4",PR,1242347,2379607,757,35.3,6/29/20,-0.708,-0.006,0.131,0,0,0.03007
"PineRiver062920_1
5",PR,1242382,2379395,757.6,36,6/29/20,-0.151,-0.007,0.307,0,0,0.070366
"PineRiver062920_1
6",PR,1242429,2379168,758,36.6,6/29/20,0,0,0.073,0,0,0.016708
"PineRiver062920_1
7",PR,1242373,2378986,758.5,37.1,6/29/20,0,-0.002,0.667,0,0,0.152518
"PineRiver062920_1
8",PR,1242230,2378988,758.3,37.5,6/29/20,0,-0.016,0.505,0,0,0.115295
"PineRiver062920_1
9",PR,1242201,2379145,758.9,37.9,6/29/20,0,-0.005,0.178,0,0,0.040619
"PineRiver062920_2
0",PR,1242236,2379326,760.4,38.3,6/29/20,-0.008,-0.012,0.634,0,0,0.144775
"PineRiver062920_2
1",PR,1242143,2379632,759.9,38.8,6/29/20,-0.743,-0.011,1.192,0,0,0.271581
"PineRiver062920_2
2",PR,1242140,2379735,759.5,41.2,6/29/20,-0.93,-0.014,0.067,0,0,0.015141
"PineRiver062920_2
3",PR,1242168,2379812,761.6,41.7,6/29/20,0,-0.006,0.438,0,0,0.099094
"PineRiver062920_2
4",PR,1242002,2379870,758.7,42.2,6/29/20,-0.75,-0.025,0.269,0,0,0.060531
"PineRiver062920_2
5",PR,1242002,2379774,760,42.5,6/29/20,-0.261,-0.011,0.567,0,0,0.127686
"PineRiver062920_2
6",PR,1241993,2379521,760.6,42.9,6/29/20,-0.368,-0.027,2.686,0,0,0.604585
"PineRiver062920_2
7",PR,1241999,2379204,760.8,43.2,6/29/20,-0.483,-0.018,0.725,0,0,0.163077
"PineRiver062920_2
8",PR,1242065,2378980,760.7,43.4,6/29/20,-0.777,-0.046,0.761,0,0,0.171044
"PineRiver062920_2
9",PR,1242378,2378784,759.5,43.5,6/29/20,0,-0.022,0.371,0,0,0.083229
"PineRiver070120_3
0",PR,1241120,2380906,770.1,34.4,7/1/20,-2.316,-0.025,0.437,0,0,0.102344
"PineRiver070120_3
1",PR,1241165,2380775,770.1,35.4,7/1/20,-0.17,-0.014,0.219,0,0,0.051123
"PineRiver070120_3
2",PR,1241181,2380612,768.9,36.2,7/1/20,-0.583,-0.023,1.089,0,0,0.253162
"PineRiver070120_3
3",PR,1241150,2380560,769.9,36.7,7/1/20,-0.643,-0.016,0.855,0,0,0.198701
"PineRiver070120_3
4",PR,1241328,2380680,769.9,37.9,7/1/20,-1.127,-0.004,0.362,0,0,0.083804
"PineRiver070120_3
5",PR,1241518,2380670,768.2,38.8,7/1/20,0,-0.037,0.662,0,0,0.152475
"PineRiver070120_3
6",PR,1241504,2380745,766.3,39.4,7/1/20,0,-0.007,0.521,0,0,0.119473
"PineRiver070120_3
7",PR,1241487,2380943,766.2,40.1,7/1/20,0,-0.007,0.417,0,0,0.095398
"PineRiver070120_3
8",PR,1241644,2380903,766.2,40.5,7/1/20,0,-0.035,0.659,0,0,0.150568
"PineRiver070120_3
9",PR,1241766,2380958,764.2,40.9,7/1/20,0,-0.025,0.212,0,0,0.04825
